Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
1987,15.75,10.90%,0.0065,0.091216125
1987 Sum,,,,0.091216125
1988,6.34,3.63%,0.0052,0.0317712616
1988 Sum,,,,0.0317712616
1989,23.24,29.57%,0.0038,0.0621981416
1989 Sum,,,,0.0621981416
1990,5.9,19.86%,0.0005,0.00236413
1990 Sum,,,,0.00236413
1991,2.45,8.23%,0.0041,0.0092182965
1991 Sum,,,,0.0092182965
1992,8.43,5.46%,0.0037,0.0294879714
1992 Sum,,,,0.0294879714
1993,22.16,17.13%,0.0087,0.1597667304
1993 Sum,,,,0.1597667304
1994,22.89,30.38%,0.0034,0.0541824612
1994 Sum,,,,0.0541824612
1995,13.91,26.28%,0.0011,0.0112798972
1995 Sum,,,,0.0112798972
1996,7.02,23.01%,0.0027,0.0145926846
1996 Sum,,,,0.0145926846
1997,11.7,6.65%,0,0
1997 Sum,,,,0
1998,21.24,0.67%,0.0097,0.2046476124
1998 Sum,,,,0.2046476124
1999,24.38,32.61%,0.009,0.147867138
1999 Sum,,,,0.147867138
2000,15.39,17.57%,0.0099,0.1255911723
2000 Sum,,,,0.1255911723
2001,1.94,11.16%,0.0044,0.0075833824
2001 Sum,,,,0.0075833824
2002,7.93,28.58%,0.0062,0.0351143572
2002 Sum,,,,0.0351143572
2003,12.97,9.83%,0.0052,0.0608142548
2003 Sum,,,,0.0608142548
2004,8.25,15.94%,0.0057,0.039529215
2004 Sum,,,,0.039529215
2005,8.64,33.83%,0.01,0.05717088
2005 Sum,,,,0.05717088
2006,5.67,2.61%,0.0005,0.0027610065
2006 Sum,,,,0.0027610065
2007,8.87,18.20%,0.0027,0.019590282
2007 Sum,,,,0.019590282
2008,17.68,33.91%,0.0048,0.0560866176
2008 Sum,,,,0.0560866176
2009,22.92,9.65%,0.0074,0.153240828
2009 Sum,,,,0.153240828
2010,19.57,20.57%,0.0023,0.0357522373
2010 Sum,,,,0.0357522373
2011,10.46,29.33%,0.0076,0.0561798232
2011 Sum,,,,0.0561798232
2012,7.76,22.90%,0.0089,0.053248344
2012 Sum,,,,0.053248344
2013,4.8,10.90%,0.0056,0.02395008
2013 Sum,,,,0.02395008
2014,20.06,24.38%,0.0029,0.0439911788
2014 Sum,,,,0.0439911788
2015,4.3,3.53%,0.0007,0.002903747
2015 Sum,,,,0.002903747
2016,17.42,18.84%,0.0091,0.1286564552
2016 Sum,,,,0.1286564552
2017,3.76,17.98%,0.0018,0.0055511136
2017 Sum,,,,0.0055511136
2018,8.07,28.52%,0.0012,0.0069221232
2018 Sum,,,,0.0069221232
2019,1.6,28.24%,0.0047,0.005396352
2019 Sum,,,,0.005396352
2020,7.76,15.12%,0.0008,0.0052693504
2020 Sum,,,,0.0052693504
2021,2.36,14.99%,0.0093,0.0186579948
2021 Sum,,,,0.0186579948
2022,13.37,3.71%,0.0027,0.0347597271
2022 Sum,,,,0.0347597271
2023,12.53,4.14%,0.0005,0.006005629
2023 Sum,,,,0.006005629
2024,23.33,6.92%,0.0026,0.0564604664
2024 Sum,,,,0.0564604664
2025,21.11,14.95%,0.0013,0.0233402715
2025 Sum,,,,0.0233402715
2026,15.8,8.89%,0.009,0.12955842
2026 Sum,,,,0.12955842
2027,20.75,24.68%,0.0023,0.03594647
2027 Sum,,,,0.03594647
2028,14.7,31.26%,0.0084,0.084880152
2028 Sum,,,,0.084880152
2029,4.2,32.55%,0.003,0.0084987
2029 Sum,,,,0.0084987
2030,7.32,9.73%,0.0032,0.0211448448
2030 Sum,,,,0.0211448448
2031,9.86,17.71%,0.0006,0.0048682764
2031 Sum,,,,0.0048682764
2032,19.24,31.41%,0.0043,0.0567458788
2032 Sum,,,,0.0567458788
2033,0.08,35.96%,0.0024,0.0001229568
2033 Sum,,,,0.0001229568
2034,1.19,28.94%,0.0032,0.0027059648
2034 Sum,,,,0.0027059648
2035,1.58,4.65%,0.0027,0.004067631
2035 Sum,,,,0.004067631
2036,23.19,4.42%,0.006,0.132990012
2036 Sum,,,,0.132990012
2037,11.3,13.83%,0.0064,0.062318144
2037 Sum,,,,0.062318144
2038,8.98,28.95%,0.0095,0.060612755
2038 Sum,,,,0.060612755
2039,22.21,30.34%,0.0037,0.0572444982
2039 Sum,,,,0.0572444982
2040,21.95,14.03%,0.0077,0.1453021955
2040 Sum,,,,0.1453021955
2041,14.28,36.17%,0.0019,0.0173183556
2041 Sum,,,,0.0173183556
2042,16.4,7.81%,0.0003,0.004535748
2042 Sum,,,,0.004535748
2043,15.22,1.67%,0.0003,0.0044897478
2043 Sum,,,,0.0044897478
2044,5.64,25.30%,0.0097,0.040866876
2044 Sum,,,,0.040866876
2045,24.02,28.54%,0.0029,0.0497776068
2045 Sum,,,,0.0497776068
2046,7.21,19.00%,0.0002,0.00116802
2046 Sum,,,,0.00116802
2047,9.86,29.55%,0.0094,0.065295878
2047 Sum,,,,0.065295878
2048,23.33,31.66%,0.01,0.15943722
2048 Sum,,,,0.15943722
2049,23.5,2.79%,0.0037,0.084524095
2049 Sum,,,,0.084524095
2050,6.52,6.42%,0.0037,0.0225752392
2050 Sum,,,,0.0225752392
2051,6.71,26.36%,0.0085,0.042000574
2051 Sum,,,,0.042000574
2052,7.18,15.93%,0.0003,0.0018108678
2052 Sum,,,,0.0018108678
2053,19.55,3.09%,0.0084,0.159145602
2053 Sum,,,,0.159145602
2054,14.05,6.68%,0.0004,0.005244584
2054 Sum,,,,0.005244584
2055,9.05,4.17%,0.0023,0.0199470145
2055 Sum,,,,0.0199470145
2056,18.51,30.03%,0.001,0.012951447
2056 Sum,,,,0.012951447
2057,1.78,15.49%,0.0027,0.0040615506
2057 Sum,,,,0.0040615506
2058,13.82,26.23%,0.0085,0.086657619
2058 Sum,,,,0.086657619
2059,19.81,37.27%,0.0077,0.0956864601
2059 Sum,,,,0.0956864601
2060,24.57,22.16%,0.0013,0.0248628744
2060 Sum,,,,0.0248628744
2061,11.16,26.38%,0.0017,0.0139671864
2061 Sum,,,,0.0139671864
2062,17.82,17.39%,0.0064,0.0942150528
2062 Sum,,,,0.0942150528
2063,5.77,8.80%,0.0053,0.027889872
2063 Sum,,,,0.027889872
2064,20.33,24.92%,0.0054,0.0824243256
2064 Sum,,,,0.0824243256
2065,12.44,27.54%,0.0098,0.0883374352
2065 Sum,,,,0.0883374352
2066,21.01,34.77%,0.0046,0.0630421858
2066 Sum,,,,0.0630421858
2067,23.81,28.66%,0.006,0.101916324
2067 Sum,,,,0.101916324
2068,22,29.82%,0.0033,0.05095068
2068 Sum,,,,0.05095068
2069,14.4,16.32%,0.0021,0.025304832
2069 Sum,,,,0.025304832
2070,5.08,17.75%,0.0074,0.03091942
2070 Sum,,,,0.03091942
2071,4.41,5.65%,0.0055,0.0228845925
2071 Sum,,,,0.0228845925
2072,1.35,23.45%,0.0017,0.0017568225
2072 Sum,,,,0.0017568225
2073,20.38,13.30%,0.0002,0.003533892
2073 Sum,,,,0.003533892
2074,10.84,17.08%,0.0011,0.0098873808
2074 Sum,,,,0.0098873808
2075,9.43,33.54%,0.0018,0.0112809204
2075 Sum,,,,0.0112809204
2076,18.25,12.10%,0.0076,0.1219173
2076 Sum,,,,0.1219173
2077,7.64,0.58%,0.0084,0.0638037792
2077 Sum,,,,0.0638037792
2078,7.21,33.28%,0.0046,0.0221283552
2078 Sum,,,,0.0221283552
2079,2.15,18.68%,0.0006,0.001049028
2079 Sum,,,,0.001049028
2080,13.65,3.90%,0.0031,0.040664715
2080 Sum,,,,0.040664715
2081,3.82,4.35%,0.0086,0.031422938
2081 Sum,,,,0.031422938
2082,5.13,0.87%,0.0071,0.0361061199
2082 Sum,,,,0.0361061199
2083,12.51,28.25%,0.0028,0.02513259
2083 Sum,,,,0.02513259
2084,0.62,39.47%,0.0074,0.0027771164
2084 Sum,,,,0.0027771164
2085,21.14,26.05%,0.0043,0.067222029
2085 Sum,,,,0.067222029
2086,8.55,14.29%,0.0038,0.027847179
2086 Sum,,,,0.027847179
2087,2.62,25.40%,0.0025,0.0048863
2087 Sum,,,,0.0048863
2088,3.62,21.18%,0.0023,0.0065625532
2088 Sum,,,,0.0065625532
2089,11.58,8.74%,0.0002,0.0021135816
2089 Sum,,,,0.0021135816
2090,20.62,30.89%,0.005,0.07125241
2090 Sum,,,,0.07125241
2091,10.33,2.13%,0.0024,0.0242639304
2091 Sum,,,,0.0242639304
2092,16.78,3.57%,0.0039,0.0631057206
2092 Sum,,,,0.0631057206
2093,5.25,22.44%,0.0065,0.02646735
2093 Sum,,,,0.02646735
2094,7.95,7.70%,0.0052,0.03815682
2094 Sum,,,,0.03815682
2095,19.25,29.74%,0.0088,0.11902044
2095 Sum,,,,0.11902044
2096,12.21,2.08%,0.0096,0.1147779072
2096 Sum,,,,0.1147779072
2097,18.77,25.11%,0.0082,0.1152661946
2097 Sum,,,,0.1152661946
2098,8.41,14.35%,0.0086,0.061947219
2098 Sum,,,,0.061947219
2099,11.04,39.84%,0.0046,0.0305516544
2099 Sum,,,,0.0305516544
2100,24.88,29.82%,0.0099,0.1728617616
2100 Sum,,,,0.1728617616
2101,17.41,9.41%,0.0093,0.1466769867
2101 Sum,,,,0.1466769867
2102,23.04,16.98%,0.0017,0.0325172736
2102 Sum,,,,0.0325172736
2103,16.13,4.24%,0.0015,0.023169132
2103 Sum,,,,0.023169132
2104,19.78,34.62%,0.0051,0.0659540364
2104 Sum,,,,0.0659540364
2105,16.4,29.22%,0.0043,0.049914056
2105 Sum,,,,0.049914056
2106,9.74,0.38%,0.0028,0.0271683664
2106 Sum,,,,0.0271683664
2107,3.32,15.62%,0.0078,0.0218510448
2107 Sum,,,,0.0218510448
2108,12.56,23.42%,0.0005,0.004809224
2108 Sum,,,,0.004809224
2109,3.87,8.50%,0.0021,0.007436205
2109 Sum,,,,0.007436205
2110,5.42,2.09%,0.0014,0.0074294108
2110 Sum,,,,0.0074294108
2111,13.94,9.02%,0.0013,0.0164873956
2111 Sum,,,,0.0164873956
2112,9.64,12.47%,0.0031,0.0261574652
2112 Sum,,,,0.0261574652
2113,1.88,29.81%,0.0069,0.0091050468
2113 Sum,,,,0.0091050468
2114,1.4,21.36%,0.0051,0.005614896
2114 Sum,,,,0.005614896
2115,5.95,0.70%,0.0048,0.02836008
2115 Sum,,,,0.02836008
2116,13.08,34.04%,0.0037,0.0319220016
2116 Sum,,,,0.0319220016
2117,9.55,7.99%,0.008,0.07029564
2117 Sum,,,,0.07029564
2118,24.05,6.30%,0.0084,0.18929274
2118 Sum,,,,0.18929274
2119,14.95,3.59%,0.0035,0.0504465325
2119 Sum,,,,0.0504465325
2120,17.09,20.54%,0.0032,0.0434550848
2120 Sum,,,,0.0434550848
2121,14.06,28.69%,0.0012,0.0120314232
2121 Sum,,,,0.0120314232
2122,11.33,36.63%,0.0012,0.0086157852
2122 Sum,,,,0.0086157852
2123,10.47,5.74%,0.0098,0.0967164156
2123 Sum,,,,0.0967164156
2124,2.57,4.20%,0.002,0.00492412
2124 Sum,,,,0.00492412
2125,21.53,0.01%,0.0034,0.0731946798
2125 Sum,,,,0.0731946798
2126,0.43,26.32%,0.0053,0.0016791672
2126 Sum,,,,0.0016791672
2127,18.36,27.76%,0.0001,0.0013263264
2127 Sum,,,,0.0013263264
2128,21.11,22.74%,0.0099,0.1614649014
2128 Sum,,,,0.1614649014
2129,1.34,30.69%,0.0065,0.006036901
2129 Sum,,,,0.006036901
2130,10.02,12.72%,0.0038,0.0332327328
2130 Sum,,,,0.0332327328
2131,15.47,22.39%,0.0005,0.0060031335
2131 Sum,,,,0.0060031335
2132,15.6,32.26%,0.0066,0.069745104
2132 Sum,,,,0.069745104
2133,8.99,6.66%,0.0059,0.0495084694
2133 Sum,,,,0.0495084694
2134,2.15,12.78%,0.0022,0.004125506
2134 Sum,,,,0.004125506
2135,12.78,17.23%,0.0065,0.068757039
2135 Sum,,,,0.068757039
2136,24.67,37.55%,0.0041,0.0631663015
2136 Sum,,,,0.0631663015
2137,20.58,28.38%,0.0036,0.0530618256
2137 Sum,,,,0.0530618256
2138,18.03,26.13%,0.0011,0.0146506371
2138 Sum,,,,0.0146506371
2139,12.34,23.06%,0.0023,0.0218371108
2139 Sum,,,,0.0218371108
2140,9.49,28.41%,0.0024,0.0163053384
2140 Sum,,,,0.0163053384
2141,22.26,36.74%,0.002,0.028163352
2141 Sum,,,,0.028163352
2142,5.98,23.31%,0.0005,0.002293031
2142 Sum,,,,0.002293031
2143,6.4,29.40%,0.0098,0.04428032
2143 Sum,,,,0.04428032
2144,11.31,15.43%,0.003,0.028694601
2144 Sum,,,,0.028694601
2145,3.3,10.57%,0.0025,0.007377975
2145 Sum,,,,0.007377975
2146,3.87,33.09%,0.0068,0.0176080356
2146 Sum,,,,0.0176080356
2147,18.45,1.55%,0.001,0.018164025
2147 Sum,,,,0.018164025
2148,7.31,33.30%,0.0056,0.027304312
2148 Sum,,,,0.027304312
2149,20.66,4.69%,0.0001,0.0019691046
2149 Sum,,,,0.0019691046
2150,23.95,9.78%,0.0085,0.183665365
2150 Sum,,,,0.183665365
2151,2.17,22.97%,0.0007,0.0011700857
2151 Sum,,,,0.0011700857
2152,15.12,37.58%,0.0027,0.0254823408
2152 Sum,,,,0.0254823408
2153,19.13,16.15%,0.003,0.048121515
2153 Sum,,,,0.048121515
2154,9.26,3.49%,0.0057,0.0509399082
2154 Sum,,,,0.0509399082
2155,16.09,14.20%,0.0091,0.125627502
2155 Sum,,,,0.125627502
2156,12.94,22.62%,0.0025,0.02503243
2156 Sum,,,,0.02503243
2157,10.75,38.90%,0.006,0.0394095
2157 Sum,,,,0.0394095
2158,12.25,36.24%,0.0087,0.06795222
2158 Sum,,,,0.06795222
2159,14.48,18.89%,0.0029,0.0340597112
2159 Sum,,,,0.0340597112
2160,9.38,24.40%,0.0094,0.066658032
2160 Sum,,,,0.066658032
2161,6.75,24.08%,0.0069,0.03535974
2161 Sum,,,,0.03535974
2162,17.96,12.22%,0.0045,0.070943796
2162 Sum,,,,0.070943796
2163,16.91,0.24%,0.0021,0.0354257736
2163 Sum,,,,0.0354257736
2164,11.84,23.47%,0.0013,0.0117794976
2164 Sum,,,,0.0117794976
2165,13.32,39.72%,0.0046,0.0369347616
2165 Sum,,,,0.0369347616
2166,11.4,19.74%,0.0063,0.057642732
2166 Sum,,,,0.057642732
2167,10.27,21.93%,0.0011,0.0088195679
2167 Sum,,,,0.0088195679
2168,12.27,30.91%,0.0055,0.0466253865
2168 Sum,,,,0.0466253865
2169,22.41,19.75%,0.0057,0.1025089425
2169 Sum,,,,0.1025089425
2170,23.84,18.65%,0.001,0.01939384
2170 Sum,,,,0.01939384
2171,4.21,4.61%,0.0035,0.0140557165
2171 Sum,,,,0.0140557165
2172,23.69,3.72%,0.0007,0.0159661124
2172 Sum,,,,0.0159661124
2173,19.25,23.16%,0.0029,0.04289593
2173 Sum,,,,0.04289593
2174,0.87,29.59%,0.0076,0.0046555092
2174 Sum,,,,0.0046555092
2175,13.4,2.26%,0.007,0.09168012
2175 Sum,,,,0.09168012
2176,9.32,17.14%,0.0051,0.0393850152
2176 Sum,,,,0.0393850152
2177,13.09,25.30%,0.0063,0.061602849
2177 Sum,,,,0.061602849
2178,6.72,2.40%,0.0037,0.024267264
2178 Sum,,,,0.024267264
2179,14.3,14.82%,0.0077,0.093791698
2179 Sum,,,,0.093791698
2180,7.01,15.68%,0.0008,0.0047286656
2180 Sum,,,,0.0047286656
2181,2.78,26.94%,0.0099,0.0201075732
2181 Sum,,,,0.0201075732
2182,15.9,2.29%,0.0028,0.043500492
2182 Sum,,,,0.043500492
2183,22.58,18.32%,0.0002,0.0036886688
2183 Sum,,,,0.0036886688
2184,9.05,25.19%,0.0019,0.0128635795
2184 Sum,,,,0.0128635795
2185,16.66,7.79%,0.0093,0.1428683298
2185 Sum,,,,0.1428683298
2186,5.46,5.83%,0.0061,0.0313642602
2186 Sum,,,,0.0313642602
2187,4.83,22.25%,0.0044,0.01652343
2187 Sum,,,,0.01652343
2188,11.38,13.16%,0.001,0.009882392
2188 Sum,,,,0.009882392
2189,14.96,3.20%,0.0006,0.008688768
2189 Sum,,,,0.008688768
2190,22.35,21.31%,0.0053,0.0932122395
2190 Sum,,,,0.0932122395
2191,9.79,19.29%,0.0022,0.0173833198
2191 Sum,,,,0.0173833198
2192,23.61,39.69%,0.0059,0.0840112269
2192 Sum,,,,0.0840112269
2193,19.97,4.58%,0.0011,0.0209609114
2193 Sum,,,,0.0209609114
2194,0.44,38.24%,0.002,0.000543488
2194 Sum,,,,0.000543488
2195,24.73,27.59%,0.0011,0.0196976923
2195 Sum,,,,0.0196976923
2196,4.45,16.15%,0,0
2196 Sum,,,,0
2197,13.48,14.06%,0.0076,0.0880438112
2197 Sum,,,,0.0880438112
2198,21.73,12.53%,0.0015,0.0285108465
2198 Sum,,,,0.0285108465
2199,10.94,4.20%,0.0035,0.03668182
2199 Sum,,,,0.03668182
2200,4.04,19.52%,0.0065,0.021134048
2200 Sum,,,,0.021134048
2201,19.08,9.56%,0.0005,0.008627976
2201 Sum,,,,0.008627976
2202,12.84,28.83%,0.0058,0.0530017224
2202 Sum,,,,0.0530017224
2203,14.42,12.69%,0.002,0.025180204
2203 Sum,,,,0.025180204
2204,4.48,33.09%,0.0096,0.0287766528
2204 Sum,,,,0.0287766528
2205,4.09,27.34%,0,0
2205 Sum,,,,0
2206,9.04,6.71%,0.01,0.08433416
2206 Sum,,,,0.08433416
2207,11.14,36.11%,0.0025,0.017793365
2207 Sum,,,,0.017793365
2208,22.88,15.67%,0.0028,0.0540251712
2208 Sum,,,,0.0540251712
2209,16.45,31.78%,0.0091,0.102121929
2209 Sum,,,,0.102121929
2210,11.73,38.23%,0.0064,0.0463719744
2210 Sum,,,,0.0463719744
2211,7.33,0.68%,0.0037,0.0269365772
2211 Sum,,,,0.0269365772
2212,14.93,32.52%,0.0008,0.0080598112
2212 Sum,,,,0.0080598112
2213,10.7,0.63%,0.0066,0.070175094
2213 Sum,,,,0.070175094
2214,3.96,32.82%,0.0063,0.0167600664
2214 Sum,,,,0.0167600664
2215,1.49,37.79%,0.0026,0.0024100154
2215 Sum,,,,0.0024100154
2216,10.51,30.14%,0.0073,0.0535986878
2216 Sum,,,,0.0535986878
2217,14.19,3.75%,0.0001,0.0013657875
2217 Sum,,,,0.0013657875
2218,19.79,27.35%,0.0064,0.092015584
2218 Sum,,,,0.092015584
2219,24.04,23.75%,0.0003,0.00549915
2219 Sum,,,,0.00549915
2220,10.45,37.88%,0.0072,0.046739088
2220 Sum,,,,0.046739088
2221,22.62,1.68%,0.0004,0.0088959936
2221 Sum,,,,0.0088959936
2222,2.44,16.96%,0.0012,0.0024314112
2222 Sum,,,,0.0024314112
2223,11.28,17.79%,0.0012,0.0111279456
2223 Sum,,,,0.0111279456
2224,13.88,9.65%,0.0096,0.120389568
2224 Sum,,,,0.120389568
2225,13.91,38.17%,0.0005,0.0043002765
2225 Sum,,,,0.0043002765
2226,2.03,30.33%,0.0001,0.0001414301
2226 Sum,,,,0.0001414301
2227,5.13,29.17%,0.0011,0.0039969369
2227 Sum,,,,0.0039969369
2228,14.54,8.09%,0.0016,0.0213819424
2228 Sum,,,,0.0213819424
2229,18.23,20.96%,0.0002,0.0028817984
2229 Sum,,,,0.0028817984
2230,13.99,13.34%,0.0032,0.0387959488
2230 Sum,,,,0.0387959488
2231,15.41,5.82%,0.0056,0.0812735728
2231 Sum,,,,0.0812735728
2232,3.46,8.69%,0.0002,0.0006318652
2232 Sum,,,,0.0006318652
2233,13.38,29.41%,0.0073,0.0689480766
2233 Sum,,,,0.0689480766
2234,19.08,32.95%,0.0099,0.126652086
2234 Sum,,,,0.126652086
2235,2.16,0.14%,0.0064,0.0138046464
2235 Sum,,,,0.0138046464
2236,19.92,22.58%,0.0079,0.1218343056
2236 Sum,,,,0.1218343056
2237,5.86,8.50%,0.0064,0.03431616
2237 Sum,,,,0.03431616
2238,14.83,5.98%,0.0098,0.1366430268
2238 Sum,,,,0.1366430268
2239,1.42,24.19%,0.0081,0.0087196662
2239 Sum,,,,0.0087196662
2240,12.31,19.21%,0.0078,0.0775729422
2240 Sum,,,,0.0775729422
2241,22.05,25.70%,0.0034,0.05570271
2241 Sum,,,,0.05570271
2242,15.13,6.60%,0.0061,0.086201662
2242 Sum,,,,0.086201662
2243,12.6,0.77%,0.004,0.05001192
2243 Sum,,,,0.05001192
2244,11.58,27.38%,0.0009,0.0075684564
2244 Sum,,,,0.0075684564
2245,16.28,33.98%,0.0093,0.0999569208
2245 Sum,,,,0.0999569208
2246,8.16,17.89%,0.0076,0.0509213376
2246 Sum,,,,0.0509213376
2247,18.4,32.77%,0.004,0.04948128
2247 Sum,,,,0.04948128
2248,14.22,4.68%,0.0013,0.0176208552
2248 Sum,,,,0.0176208552
2249,10.22,31.60%,0.0094,0.065710512
2249 Sum,,,,0.065710512
2250,9.43,39.08%,0.0064,0.0367664384
2250 Sum,,,,0.0367664384
2251,1.29,0.38%,0.0042,0.0053974116
2251 Sum,,,,0.0053974116
2252,15.13,15.31%,0.0039,0.0499730283
2252 Sum,,,,0.0499730283
2253,22.37,27.59%,0.0092,0.1490226764
2253 Sum,,,,0.1490226764
2254,1.24,15.37%,0.007,0.007345884
2254 Sum,,,,0.007345884
2255,10.64,19.80%,0.0084,0.071679552
2255 Sum,,,,0.071679552
2256,2.66,35.44%,0.005,0.00858648
2256 Sum,,,,0.00858648
2257,6.24,12.89%,0.0012,0.0065227968
2257 Sum,,,,0.0065227968
2258,11.35,8.48%,0.0034,0.035317568
2258 Sum,,,,0.035317568
2259,5.94,8.28%,0.0047,0.0256063896
2259 Sum,,,,0.0256063896
2260,16.06,18.78%,0.008,0.104351456
2260 Sum,,,,0.104351456
2261,8.34,29.33%,0.0052,0.0306481656
2261 Sum,,,,0.0306481656
2262,2.82,23.19%,0.0061,0.0132128562
2262 Sum,,,,0.0132128562
2263,4.14,14.42%,0.0078,0.0276354936
2263 Sum,,,,0.0276354936
2264,13.81,0.80%,0.0084,0.115075968
2264 Sum,,,,0.115075968
2265,17.38,38.57%,0.0012,0.0128118408
2265 Sum,,,,0.0128118408
2266,17.6,14.57%,0.003,0.04510704
2266 Sum,,,,0.04510704
2267,14.82,17.29%,0.0038,0.0465789636
2267 Sum,,,,0.0465789636
2268,14.31,25.84%,0.0081,0.0859595976
2268 Sum,,,,0.0859595976
2269,11.56,30.10%,0.0084,0.067875696
2269 Sum,,,,0.067875696
2270,19.5,34.01%,0.0047,0.060479835
2270 Sum,,,,0.060479835
2271,3.37,4.75%,0.0091,0.0292103175
2271 Sum,,,,0.0292103175
2272,22.98,21.56%,0.006,0.108153072
2272 Sum,,,,0.108153072
2273,10.49,3.48%,0.0083,0.0840370684
2273 Sum,,,,0.0840370684
2274,18.31,30.46%,0.0059,0.0751233666
2274 Sum,,,,0.0751233666
2275,4.78,19.92%,0.0044,0.0168424256
2275 Sum,,,,0.0168424256
2276,22.47,26.32%,0.0085,0.140725116
2276 Sum,,,,0.140725116
2277,24.7,19.28%,0.007,0.13956488
2277 Sum,,,,0.13956488
2278,9.31,20.72%,0.0037,0.0273095816
2278 Sum,,,,0.0273095816
2279,15.89,0.59%,0.0028,0.0442294972
2279 Sum,,,,0.0442294972
2280,11.12,33.03%,0.0056,0.0417035584
2280 Sum,,,,0.0417035584
2281,17.13,3.29%,0.0005,0.0082832115
2281 Sum,,,,0.0082832115
2282,6.3,11.38%,0.0041,0.022890546
2282 Sum,,,,0.022890546
2283,19.75,26.00%,0.0063,0.0920745
2283 Sum,,,,0.0920745
2284,8.44,38.37%,0.0042,0.0218466024
2284 Sum,,,,0.0218466024
2285,14.16,6.87%,0.0082,0.1081351056
2285 Sum,,,,0.1081351056
2286,16.69,12.56%,0.004,0.058374944
2286 Sum,,,,0.058374944
2287,3.74,16.01%,0.0043,0.0135072718
2287 Sum,,,,0.0135072718
2288,3.76,11.43%,0.0089,0.0296390648
2288 Sum,,,,0.0296390648
2289,11.45,7.34%,0.0039,0.041377323
2289 Sum,,,,0.041377323
2290,21.45,18.96%,0.0046,0.079962168
2290 Sum,,,,0.079962168
2291,10.98,37.04%,0.0089,0.0615257712
2291 Sum,,,,0.0615257712
2292,19.23,2.26%,0.0083,0.1560018366
2292 Sum,,,,0.1560018366
2293,9.68,33.93%,0.0087,0.0556415112
2293 Sum,,,,0.0556415112
2294,15.81,15.40%,0.0071,0.094964346
2294 Sum,,,,0.094964346
2295,3.14,4.94%,0.0002,0.0005969768
2295 Sum,,,,0.0005969768
2296,24.12,22.66%,0.0056,0.1044646848
2296 Sum,,,,0.1044646848
2297,8.8,15.35%,0.005,0.037246
2297 Sum,,,,0.037246
2298,11.5,24.55%,0.0045,0.039045375
2298 Sum,,,,0.039045375
2299,18.78,16.63%,0.0001,0.0015656886
2299 Sum,,,,0.0015656886
2300,17.81,18.06%,0.0081,0.1182074634
2300 Sum,,,,0.1182074634
2301,15.37,37.81%,0.0045,0.0430137135
2301 Sum,,,,0.0430137135
2302,7.16,28.55%,0.0018,0.009208476
2302 Sum,,,,0.009208476
2303,0.41,34.78%,0.007,0.001871814
2303 Sum,,,,0.001871814
2304,12.11,11.49%,0.0035,0.0375149635
2304 Sum,,,,0.0375149635
2305,24.9,31.07%,0.0047,0.080668779
2305 Sum,,,,0.080668779
2306,0.75,26.56%,0.0064,0.00352512
2306 Sum,,,,0.00352512
2307,1.28,22.51%,0.0023,0.0022813056
2307 Sum,,,,0.0022813056
2308,14.57,38.82%,0.005,0.04456963
2308 Sum,,,,0.04456963
2309,6.27,39.04%,0.0073,0.0279020016
2309 Sum,,,,0.0279020016
2310,8.76,25.67%,0.0089,0.0579506412
2310 Sum,,,,0.0579506412
2311,22.32,38.41%,0.0025,0.03436722
2311 Sum,,,,0.03436722
2312,12.52,31.87%,0.0048,0.0409434048
2312 Sum,,,,0.0409434048
2313,11.75,18.18%,0.0061,0.058644485
2313 Sum,,,,0.058644485
2314,7.52,7.94%,0.004,0.027691648
2314 Sum,,,,0.027691648
2315,11.81,37.28%,0.0076,0.0562949632
2315 Sum,,,,0.0562949632
2316,1.76,39.70%,0.0099,0.010506672
2316 Sum,,,,0.010506672
2317,21.43,20.06%,0.0018,0.0308360556
2317 Sum,,,,0.0308360556
2318,24.49,32.41%,0.0012,0.0198633492
2318 Sum,,,,0.0198633492
2319,0.95,28.80%,0.0067,0.00453188
2319 Sum,,,,0.00453188
2320,17.48,15.81%,0.0028,0.0412059536
2320 Sum,,,,0.0412059536
2321,24.07,39.49%,0.0004,0.0058259028
2321 Sum,,,,0.0058259028
2322,8.73,22.90%,0.0059,0.039711897
2322 Sum,,,,0.039711897
2323,8.08,25.38%,0.0006,0.0036175776
2323 Sum,,,,0.0036175776
2324,3.95,11.07%,0.0061,0.0214276835
2324 Sum,,,,0.0214276835
2325,0.03,33.68%,0.002,0.000039792
2325 Sum,,,,0.000039792
2326,4.85,16.66%,0.0036,0.014551164
2326 Sum,,,,0.014551164
2327,5.31,24.08%,0.0018,0.0072564336
2327 Sum,,,,0.0072564336
2328,16.57,7.03%,0.001,0.015405129
2328 Sum,,,,0.015405129
2329,10.01,20.27%,0.0045,0.0359143785
2329 Sum,,,,0.0359143785
2330,9.77,18.55%,0.004,0.03183066
2330 Sum,,,,0.03183066
2331,12.22,30.07%,0.0018,0.0153818028
2331 Sum,,,,0.0153818028
2332,7.75,34.14%,0.0049,0.025010335
2332 Sum,,,,0.025010335
2333,23.78,21.57%,0.0082,0.1529353628
2333 Sum,,,,0.1529353628
2334,18.92,34.02%,0.0029,0.0362019064
2334 Sum,,,,0.0362019064
2335,17.84,30.54%,0.0088,0.1090466432
2335 Sum,,,,0.1090466432
2336,14.39,34.39%,0.0077,0.0726978483
